DateOnly,Ring Road_00,Ring Road_01,Ring Road_02,Ring Road_03,Ring Road_04,Ring Road_05,Ring Road_06,Ring Road_07,Ring Road_08,Ring Road_09,Ring Road_10,Ring Road_11,Ring Road_12,Ring Road_13,Ring Road_14,Ring Road_15,Ring Road_16,Ring Road_17,Ring Road_18,Ring Road_19,Ring Road_20,Ring Road_21,Ring Road_22,Ring Road_23,Center_00,Center_01,Center_02,Center_03,Center_04,Center_05,Center_06,Center_07,Center_08,Center_09,Center_10,Center_11,Center_12,Center_13,Center_14,Center_15,Center_16,Center_17,Center_18,Center_19,Center_20,Center_21,Center_22,Center_23
2022-01-25,54.42857142857143,50.0,38.66666666666666,49.5,52.25,49.26315789473684,49.44642857142857,50.13432835820896,50.59440559440559,51.11764705882353,50.68503937007874,51.27215189873418,51.5985401459854,51.78313253012048,50.35416666666666,51.18055555555556,50.05945945945946,49.82062780269058,50.88333333333333,51.898305084745765,51.09615384615385,52.5,49.48275862068966,52.10526315789474,51.5,42.57142857142857,43.0,49.0,49.2,45.0,42.49152542372882,49.90425531914894,47.01538461538462,47.5948275862069,50.113821138211385,47.74025974025974,49.207142857142856,48.8255033557047,48.50909090909091,48.57446808510638,48.05909090909091,49.88850174216028,51.829268292682926,48.31060606060606,47.6231884057971,45.39024390243903,48.241379310344826,40.5
2022-01-26,48.90909090909091,44.42857142857143,52.0,51.0,43.333333333333336,48.79166666666666,48.41176470588236,50.2,51.54545454545455,51.63478260869565,51.3037037037037,51.30344827586207,51.38,51.21142857142857,50.42553191489362,51.46715328467153,50.60098522167488,51.23076923076923,51.68648648648649,52.41509433962264,51.44262295081968,52.5,54.02941176470589,58.0,48.92857142857143,52.375,48.66666666666666,47.85714285714285,47.333333333333336,41.17857142857143,41.70175438596491,45.57435897435897,46.134502923976605,46.925233644859816,46.16083916083916,46.87671232876713,49.096296296296295,46.10457516339869,47.63522012578616,48.41358024691358,52.42396313364056,50.40769230769231,48.39344262295082,51.21428571428572,46.5,51.68,71.73913043478261,52.588235294117645
2022-01-27,48.0,55.0,48.0,,46.833333333333336,48.8421052631579,49.294117647058826,50.95035460992908,51.78,51.44881889763779,50.11363636363637,51.76,51.08928571428572,51.39873417721519,51.965753424657535,53.184397163120565,50.20967741935484,50.33990147783251,50.614525139664806,51.61165048543689,50.40845070422535,51.86538461538461,53.31707317073171,52.96551724137931,46.285714285714285,50.71428571428572,94.6,38.0,51.85714285714285,45.96551724137931,41.03448275862069,48.02105263157895,49.16842105263158,49.64347826086957,48.49655172413793,47.7112676056338,47.59230769230769,46.833333333333336,47.41025641025641,46.36875,47.39035087719298,46.91851851851852,46.77669902912621,50.77678571428572,49.114754098360656,48.10526315789474,56.45762711864407,52.40983606557377
2022-01-28,49.2,49.8,54.11111111111112,52.5,52.25,50.51724137931034,50.7037037037037,50.63636363636363,50.8051948051948,51.40178571428572,52.34586466165413,52.49624060150376,51.4640522875817,52.45882352941177,51.66257668711656,52.72674418604651,52.62325581395349,51.093877551020405,50.64171122994652,52.90350877192982,51.14705882352941,51.51282051282051,50.76470588235294,52.56,48.21428571428572,50.77777777777778,44.9,57.266666666666666,52.80645161290322,47.31707317073171,44.87719298245614,50.39790575916231,48.8641975308642,49.02272727272727,45.08870967741935,47.1497005988024,48.31632653061224,45.69886363636363,51.01092896174863,47.492753623188406,48.22641509433962,46.59622641509434,46.608247422680414,49.75,49.94252873563219,47.0,42.04,52.38235294117647
2022-01-29,50.11764705882353,51.285714285714285,49.285714285714285,54.6,53.6,53.36363636363637,50.193548387096776,50.523809523809526,51.85714285714285,53.114583333333336,53.06140350877193,53.43421052631579,52.51764705882353,53.604026845637584,53.06172839506173,52.73972602739726,51.54032258064516,52.871212121212125,52.98924731182796,52.266666666666666,53.910714285714285,52.58064516129032,58.45454545454545,57.85714285714285,53.47058823529412,54.642857142857146,44.92307692307692,53.2,52.2,48.69565217391305,45.392857142857146,48.42372881355932,49.38271604938272,48.42045454545455,50.17391304347826,48.93846153846154,51.19428571428571,50.94387755102041,49.89473684210526,51.65625,50.07236842105263,50.51351351351352,52.6171875,50.84403669724771,50.22368421052632,53.97058823529412,50.45454545454545,52.875
2022-01-30,52.26923076923077,56.875,52.57142857142857,51.5,58.333333333333336,50.142857142857146,52.24242424242424,52.31707317073171,51.21621621621622,52.440677966101696,52.51,53.20952380952381,51.351851851851855,54.260162601626014,52.38333333333333,52.58771929824562,53.131147540983605,52.08181818181818,54.94252873563219,52.09230769230769,53.2093023255814,51.11538461538461,52.56521739130435,55.65,57.41379310344828,59.27272727272727,43.66666666666666,50.18181818181818,50.81818181818182,51.92857142857143,45.08571428571429,44.73529411764706,47.46341463414634,46.69491525423729,55.04494382022472,51.66346153846154,51.876106194690266,52.82014388489208,50.14179104477612,52.41830065359477,50.90062111801242,49.65625,51.86896551724138,49.13,52.03333333333333,50.62068965517241,59.15,52.266666666666666
2022-01-31,51.91666666666666,52.0,46.0,58.0,42.888888888888886,48.888888888888886,47.38297872340426,51.261538461538464,51.87248322147651,51.92741935483871,52.71774193548387,52.62589928057554,53.3445945945946,54.21383647798742,52.16666666666666,50.21014492753624,51.63725490196079,50.088235294117645,50.6578947368421,50.43243243243244,51.25974025974026,50.3921568627451,50.91666666666666,52.26923076923077,46.90476190476191,43.625,50.5,41.0,47.63636363636363,43.94117647058823,50.0,47.9112426035503,49.50282485875706,42.6551724137931,43.672413793103445,48.58064516129032,47.24358974358975,51.46496815286624,47.901234567901234,48.083333333333336,48.802083333333336,47.58039215686274,48.20245398773006,52.12295081967213,50.48571428571429,47.11538461538461,47.75,37.94736842105263
2022-02-01,54.875,44.6,54.0,,43.9,45.35714285714285,48.93333333333333,49.66451612903226,52.46753246753247,51.31192660550459,51.059701492537314,51.44594594594594,50.265306122448976,50.28387096774193,48.349268996867124,47.76170878858873,47.272930434505,37.606662515566626,40.40537346046881,38.870590735231616,42.93954983922829,46.797870840383524,48.09552845528455,50.272569820307424,48.8,50.6,49.0,50.0,47.083333333333336,42.86206896551724,42.833333333333336,46.75,50.01948051948052,54.23943661971831,44.59183673469388,50.67763157894737,55.26623376623377,46.560509554140125,50.32510646535037,45.8846565923083,46.658918125742815,42.92469900058343,48.13514214926364,45.98406298003073,51.716440767470516,54.66068759342301,59.60457334076966,51.53023909985936
2022-02-02,50.68762088974856,31.73148148148148,49.5,46.89329268292683,41.16847826086956,46.51190476190476,45.502347417840376,45.51364592295192,46.53527200353825,48.20264743065368,47.48569130471594,47.48396649362907,47.71558247593761,47.73774831973414,47.46310713455729,47.41435185185185,47.47276507276507,50.55309734513274,50.47513812154696,50.02884615384615,50.5,50.0,52.32142857142857,54.0,46.06644417475728,45.75555555555556,42.451388888888886,53.8125,47.175990675990676,42.38012987012987,42.14981412639405,45.43411644079886,45.24170074234283,44.98501329465796,44.24502939756299,48.21700114211127,45.12914589645848,46.32832243123552,47.31211620217289,46.41157889729318,43.80597527472527,47.669201520912544,46.15,50.07017543859649,49.125,48.73529411764706,47.3,43.21052631578947
2022-02-03,49.76923076923077,60.4,52.5,,52.6,47.526315789473685,46.05769230769231,50.38211382113821,51.44366197183098,50.38392857142857,51.43283582089552,50.9741935483871,51.0,50.17469879518072,50.68217054263566,51.513698630136986,51.22790697674419,50.33898305084746,51.76878612716763,51.71578947368421,49.94444444444444,50.26315789473684,51.39024390243903,52.92307692307692,53.07692307692308,41.6,41.5,41.25,54.5,46.629629629629626,37.34090909090909,46.68571428571428,46.49390243902439,50.968992248062015,46.77586206896552,48.89102564102564,46.12857142857143,41.88235294117647,48.1937984496124,48.44508670520232,49.07446808510638,47.16279069767442,46.08426966292135,47.09836065573771,46.41379310344828,44.93023255813954,49.74074074074074,48.7037037037037
2022-02-04,52.5,17.0,,54.0,41.833333333333336,46.85714285714285,48.66666666666666,49.86776859504132,51.82089552238806,51.40157480314961,52.2436974789916,52.13333333333333,51.91503267973856,51.909774436090224,51.056338028169016,50.62420382165605,50.75490196078432,49.83856502242153,50.75384615384616,49.76859504132232,50.19444444444444,51.375,52.56410256410256,57.04545454545455,65.52173913043478,48.42857142857143,37.333333333333336,38.84615384615385,52.5,47.833333333333336,39.03846153846154,48.51515151515152,48.01851851851852,47.635714285714286,46.63503649635037,49.41666666666666,50.355704697986575,49.97267759562842,49.11111111111112,48.81818181818182,50.39523809523809,49.49624060150376,46.90575916230367,47.42553191489362,49.91666666666666,48.869565217391305,48.44444444444444,45.44
2022-02-05,58.2,54.75,49.2,49.25,56.375,51.642857142857146,52.34615384615385,52.10344827586207,52.54545454545455,51.91208791208791,53.616,53.31288343558282,52.56493506493506,52.340425531914896,52.2734375,51.2112676056338,54.29508196721312,52.02702702702703,51.387387387387385,51.77450980392157,52.64912280701754,49.355555555555554,54.84,57.27272727272727,44.36363636363637,44.9,44.4,51.333333333333336,48.083333333333336,41.875,43.80769230769231,46.08,45.10958904109589,54.76086956521739,50.3203125,49.12925170068027,50.46551724137931,53.44444444444444,51.7093023255814,51.30061349693251,51.30303030303031,51.06818181818182,48.52112676056338,50.60674157303371,51.276315789473685,46.96078431372549,48.26086956521739,48.0
2022-02-06,57.66666666666666,50.45454545454545,51.2,54.2,61.0,54.3,51.629629629629626,48.526315789473685,53.0,50.85454545454545,53.08045977011494,52.38095238095238,54.12396694214876,52.27433628318584,51.88333333333333,51.614285714285714,51.577777777777776,52.32258064516129,52.3495145631068,51.83582089552239,52.3448275862069,52.44117647058823,51.638888888888886,51.22222222222222,49.0,39.9,48.9,48.23529411764706,52.6,52.66666666666666,49.89655172413793,50.87096774193548,47.65909090909091,46.59090909090909,50.5,51.04255319148936,50.52678571428572,50.856,50.37410071942446,51.37857142857143,50.40384615384615,50.0377358490566,43.93518518518518,49.45652173913044,48.059701492537314,49.333333333333336,45.25,54.0
2022-02-07,51.0,47.5,57.0,57.0,37.5,48.76190476190476,47.92,50.22222222222222,51.4625,48.52182539682539,48.33845247362048,47.924672536433036,47.65439879655566,47.88044733044733,47.72826086956522,48.188744891572476,47.55377497043189,47.080515175475945,45.98844233247422,47.112490201201986,47.02139265962795,48.17908989391401,47.90250183958793,49.6430412371134,65.0,46.2,52.0,88.75,45.71428571428572,44.25,44.67741935483871,49.990566037735846,50.283422459893046,48.48427572336244,47.7264515382836,48.87706991284577,49.37290934515815,47.32284670455384,49.0850374211798,51.45135097101041,48.77901834809285,49.28520593859125,48.03500485377988,49.046956777043064,50.11690527838033,48.21959553695955,48.13620071684588,49.83730158730158
2022-02-08,48.178921568627445,46.795698924731184,47.32142857142857,47.03125,47.44897959183673,44.21545454545455,46.156253243383496,46.39658433466845,46.19919122431905,47.437086092715234,47.2717260035747,47.661175898931006,47.98482600485568,48.31431709594157,47.620339095304324,48.55936190672436,47.90534130001811,47.1293137254902,47.244429347826085,48.22349272349272,48.33191391941392,47.68157028195102,48.37604529616725,46.23655103066868,51.87735849056604,45.98809523809524,49.1125,49.47297297297297,47.864406779661024,47.9625,49.41536720321931,49.693567627371124,49.65694339622641,48.25779112838838,47.68001451929581,50.084665543896016,49.46118592785952,48.10753205128205,49.392306301964084,51.83855343881176,49.34755085097551,49.54892257290513,49.10832207357223,49.16161521084337,50.649202079429365,50.2014595311809,50.126128061882255,52.06015037593984
2022-02-09,50.09891304347826,47.8469387755102,47.66176470588235,43.195238095238096,49.48701298701299,46.90647661915479,48.395660442600274,47.188326397528854,48.13520733410236,47.612867098058736,47.1136491821771,46.67435421837921,47.84247464024534,48.076052449965495,48.57744246565073,47.60273128510834,47.08850012086052,46.57109201773836,46.39869406704833,48.02638790216177,48.34934017595308,48.445448362965124,48.680633296017916,50.21818181818182,50.7373786407767,48.00714285714285,50.76136363636364,75.91496598639456,53.12638888888889,52.68571428571428,47.915117416829744,51.25712660128573,49.26644949702924,49.02062251825285,49.208010428626096,49.092423669533986,50.567169026893595,48.06820776255708,49.00411567037642,49.95201042442293,50.39624624707039,48.272094296152034,47.99704734229628,49.696114886523915,48.314936418594954,49.233144743045735,51.01133603238867,49.95973154362416
2022-02-10,48.63702239789196,41.07017543859649,44.972222222222214,48.78787878787879,44.58392857142857,46.157523510971785,47.48308486238532,46.91595530236634,47.307148605898334,49.45729220832535,48.62682072829132,51.41875,52.95212765957447,51.30635838150289,52.26351351351352,50.451388888888886,50.4228855721393,50.5,50.44919786096256,52.01459854014598,51.136986301369866,52.333333333333336,48.03703703703704,52.46875,48.49195402298851,51.276315789473685,46.85714285714286,43.422222222222224,53.38095238095239,50.22464878671775,48.126619433198385,53.82694874127995,50.70612719451226,49.142064681944746,50.013604353393085,47.0,48.98507462686568,47.97744360902256,47.04285714285714,47.52247191011236,46.75242718446602,47.78521126760563,48.49760765550239,50.93464052287582,47.06818181818182,47.90384615384615,52.10344827586207,46.59090909090909
2022-02-11,51.8,44.5,54.0,44.0,41.833333333333336,49.96,48.6,50.395209580838326,52.34104046242775,53.98496240601504,52.05511811023622,52.25174825174825,53.05952380952381,51.10884353741496,51.97278911564626,50.89820359281437,49.23152709359606,50.2991452991453,50.62874251497006,51.87248322147651,51.171875,50.91666666666666,50.25806451612903,50.82051282051282,25.666666666666668,48.333333333333336,46.875,45.285714285714285,43.75,40.689655172413794,41.82456140350877,49.9,48.29302325581396,47.69444444444444,46.594202898550726,47.82608695652174,46.63636363636363,49.90555555555556,48.94949494949495,48.11167512690356,48.98795180722892,47.28148148148148,51.07239819004525,46.76223776223776,48.11764705882353,53.11627906976744,52.2,48.66666666666666
2022-02-12,54.54166666666666,48.71428571428572,56.875,52.16666666666666,47.5,49.21428571428572,49.52,52.92857142857143,53.02197802197802,54.70434782608696,53.91275167785235,54.09036144578313,53.71165644171779,52.79754601226994,52.66666666666666,52.7872340425532,52.588235294117645,52.21232876712329,52.76699029126213,52.94736842105263,53.583333333333336,49.43243243243244,54.6875,53.85714285714285,45.63333333333333,56.5,48.375,47.888888888888886,45.95,51.57142857142857,44.354838709677416,44.05769230769231,48.457142857142856,51.46428571428572,52.36301369863013,48.19879518072289,52.917582417582416,52.0258064516129,49.97894736842105,50.755102040816325,51.68817204301075,49.4969696969697,50.48461538461538,47.98461538461538,51.40298507462686,49.44117647058823,50.52,44.61904761904762
2022-02-13,53.73333333333333,50.71428571428572,56.75,53.875,54.42857142857143,54.0,51.69565217391305,49.78947368421053,52.34782608695652,50.16363636363637,52.95,52.469026548672566,53.00714285714286,51.79874213836478,52.35245901639344,52.77205882352941,51.77165354330709,53.05833333333333,51.38834951456311,51.16666666666666,52.06896551724138,49.58620689655172,51.89655172413793,51.57142857142857,41.34782608695652,51.13333333333333,59.083333333333336,55.8,56.7,52.42857142857143,42.63636363636363,44.93333333333333,50.53191489361702,48.098591549295776,47.098765432098766,49.767857142857146,50.46896551724138,53.1055900621118,51.79194630872483,51.53846153846154,51.08522727272727,51.93529411764706,50.95294117647059,49.19387755102041,47.23880597014925,45.85714285714285,56.05555555555556,47.625
2022-02-14,69.8,37.2,47.5,,32.75,48.85,49.967213114754095,50.883870967741935,51.3051948051948,51.23255813953488,52.18840579710145,51.8029197080292,51.54225352112676,52.18543046357616,51.97575757575758,51.67857142857143,51.50218340611354,50.311740890688256,50.88461538461539,51.775193798449614,52.14492753623188,53.47826086956522,51.425,54.80952380952381,42.46153846153846,42.0,51.333333333333336,52.333333333333336,31.0,38.60869565217392,49.1578947368421,52.964444444444446,51.91847826086956,47.61194029850746,46.6797385620915,49.12690355329949,48.193333333333335,50.13966480446928,47.80116959064328,48.08791208791209,46.88053097345133,47.898648648648646,49.61722488038278,50.65833333333333,50.51923076923077,43.39024390243903,44.87179487179487,54.24
2022-02-15,49.72222222222222,45.5,47.25,34.0,41.25,50.85714285714285,49.333333333333336,50.67283950617284,51.38513513513514,52.92307692307692,52.040650406504064,52.95967741935484,51.42142857142857,51.61194029850746,52.25352112676056,50.24025974025974,50.5,50.5703125,50.396907216494846,51.54032258064516,52.0,50.977777777777774,52.74193548387097,54.25925925925926,59.04166666666666,44.72727272727273,52.42857142857143,50.333333333333336,67.72727272727273,47.30769230769231,45.60655737704918,51.67661691542288,50.72435897435897,47.11111111111112,47.30827067669173,47.4468085106383,44.29245283018868,50.94927536231884,46.0921052631579,47.576470588235296,45.80487804878049,46.820422535211264,45.7487922705314,49.16541353383459,48.5045871559633,46.86666666666667,46.25925925925926,50.75
2022-02-16,54.785714285714285,35.5,,65.5,49.5,46.60869565217392,48.07142857142857,50.148648648648646,50.701298701298704,51.21374045801527,51.78333333333333,52.45967741935484,51.354609929078016,52.013698630136986,50.62,51.20125786163522,51.22488038277512,50.74090909090909,51.65760869565217,51.27678571428572,50.50847457627118,52.51282051282051,51.06896551724138,54.65384615384615,47.69565217391305,55.36363636363637,46.8,61.0,61.63157894736842,46.45,40.74074074074074,48.85279187817259,50.05314009661836,47.040983606557376,45.03448275862069,47.6890243902439,45.35374149659864,50.95512820512821,49.45061728395062,45.8,49.0,49.864583333333336,46.25730994152047,49.40425531914894,46.23255813953488,44.32258064516129,48.85714285714285,48.38461538461539
2022-02-17,58.375,,45.0,44.0,46.91666666666666,47.56,48.98148148148148,51.52777777777778,51.333333333333336,51.733870967741936,52.15037593984962,53.26618705035971,52.19548872180451,52.24528301886792,50.9624060150376,50.24,50.22680412371134,50.48636363636364,50.13106796116505,50.70149253731344,50.9041095890411,50.84444444444444,52.05263157894737,52.12,47.7,43.5,48.8,38.0,45.0,44.25,45.56060606060606,50.2,48.0377358490566,48.56804733727811,45.48275862068966,46.37735849056604,46.568,45.673758865248224,48.88397790055249,50.66483516483517,47.01702127659574,49.74444444444445,45.77570093457944,48.11038961038961,51.49315068493151,44.51219512195122,46.13793103448276,48.24242424242424
2022-02-18,52.94117647058823,40.333333333333336,48.0,46.5,35.0,48.91666666666666,51.78846153846154,52.333333333333336,,,,,,,,,,,,,,,,,45.6875,47.77777777777778,57.0,34.333333333333336,42.05882352941177,43.333333333333336,42.05084745762712,46.0,,,,,,,,,,,,,,,,
2022-02-21,,,,,,,,,,,48.56545360936484,48.848073051481165,48.020088224963324,47.93352139663615,48.025899363794096,46.919242216117226,46.11357076232731,47.05199724517907,46.370395539950415,47.81078985962707,48.3301649928264,48.24331453520102,48.153030303030306,47.99596774193549,,,,,,,,,,,52.85067873303167,49.16924432348503,51.78647019694007,47.568279054916985,49.19010537772721,48.4418661808929,49.27907578334406,49.918617021276596,48.59249539291826,47.595453606828194,49.907469635627535,50.28746805403432,47.51959706959707,48.92478354978354
2022-02-22,49.72741935483871,46.34146341463415,47.17142857142857,44.407407407407405,45.3912037037037,46.64710144927537,46.63640447602712,47.07406466366004,47.245636846971806,47.7765408565256,48.220585432266844,47.95454115756387,47.67079630895421,47.58335261720738,47.788887318635766,48.15328896249949,46.86600993377483,45.9901036172985,45.62892642451952,47.389283465806244,47.48875547932152,48.23453361425014,47.16794871794872,49.884530791788855,48.54022988505747,50.75,51.79651162790698,33.6875,51.272200772200776,49.02339901477832,52.92274368231047,50.73012223093227,49.623626755666805,49.1431836860489,49.88858822224687,50.00406738037681,48.50314084892359,49.283080591399624,50.02690056340089,48.81185996099457,49.16519282598578,44.77072096862962,46.526385048643114,47.12105786933374,48.68028011204482,47.251053826199744,46.42617449664429,48.810150375939855
2022-02-23,48.85,46.675,47.91666666666667,47.48780487804878,46.50869565217391,44.8516057585825,47.47450847457627,46.642356241234225,47.285184677898,47.76111111111111,48.014199725766346,48.63580945198592,47.28289756619886,47.78185617103985,48.290677540560665,46.98227572785897,47.77747242005307,46.77335170942071,46.51739327093699,48.11263736263737,48.09758450378145,48.01194390715668,47.31438910174542,48.840811965811966,48.34961315280464,43.109042553191486,53.25490196078432,51.129411764705885,50.549145299145295,49.20903361344538,48.43583925642427,50.77421377421377,49.383727210870035,48.97075996715628,49.386150234741784,48.526515151515156,49.779806654676264,51.271212121212116,49.58646392367322,48.5025398181775,47.93767217630854,49.470373064269225,50.8227027027027,50.76400841461083,48.85401692409645,47.45675355450237,45.255997474747474,51.05176584421868
2022-02-24,52.25039745627981,52.86363636363636,50.94444444444444,48.94285714285714,42.020833333333336,46.54832896461337,47.95584615384615,46.967892156862746,47.014044943820224,47.97868291046244,47.347489130714415,47.35439138576779,47.31472611852359,47.72950443411337,47.35793653360937,47.368040068562586,47.51603795688847,47.714072032600754,46.06043316351386,47.58954625621293,49.057455896007426,47.7078041517036,49.15446428571428,49.79343339587242,42.57142857142857,54.1887323943662,49.96666666666666,49.631578947368425,49.50492610837438,45.919230769230765,46.56902985074627,50.766362309748516,49.24110275689223,48.56820987654321,47.48861188257585,49.15602558686862,47.05241835469202,48.31689795379289,48.88027878162107,48.632121610570366,50.23217044284243,49.39210860590664,48.122618575769586,49.379128198061636,49.547403381642525,49.099544072948326,51.17830556540234,56.22262217914994
